Geography,Geographic Area Name,POV_kids5years%,POV_Fem_NoSpouse%,AgeAbove65%,HealthIns65%,NoVeh%,Fem_NoSpouse%,AgeUnder5%,POV_Income12m%,Language_NoEnglish%,Disability%,RenterOccupied5+%,No_School%,NoComp_NoInt%,Pop_Den,UnemployedCiv%,MobileHome%,BlackPop%,RenterOccupied%,HispanicPOP%,Household_Size_avg
1500000US120860001071,Block Group 1; Census Tract 1.07; Miami-Dade County; Florida,0.00,0.00,28.54,1.24,5.94,24.83,2.85,5.59,0.00,31.27,8.42,0.00,0.00,3374.42,0.00,0.00,2.47,54.21,28.16,2.6
1500000US120860020032,Block Group 2; Census Tract 20.03; Miami-Dade County; Florida,0.00,28.30,30.06,0.00,22.03,57.55,18.40,28.30,3.04,19.41,0.00,0.00,53.27,1407.47,3.65,0.00,66.29,89.83,31.74,1.72
1500000US120860020041,Block Group 1; Census Tract 20.04; Miami-Dade County; Florida,0.00,36.84,11.52,0.78,30.58,53.04,14.81,43.73,1.30,14.25,16.51,6.58,38.59,3478.72,3.29,2.58,54.62,80.58,65.99,3.1
1500000US120860020042,Block Group 2; Census Tract 20.04; Miami-Dade County; Florida,6.00,24.50,12.31,0.65,35.85,52.75,8.36,40.00,4.64,13.65,5.60,1.81,42.21,6224.40,3.76,4.55,89.96,84.27,7.06,3.26
1500000US120860021001,Block Group 1; Census Tract 21; Miami-Dade County; Florida,0.00,0.00,10.98,0.00,10.37,12.17,8.48,0.00,0.00,16.72,13.38,1.70,0.00,273.26,6.39,0.00,5.19,32.11,47.90,3.35
1500000US120860021002,Block Group 2; Census Tract 21; Miami-Dade County; Florida,3.83,3.83,3.02,0.00,13.93,3.83,3.33,3.83,0.00,1.03,0.00,0.00,35.14,542.88,0.00,0.00,0.52,68.61,61.15,1.98
1500000US120860021003,Block Group 3; Census Tract 21; Miami-Dade County; Florida,0.00,0.00,19.53,0.00,4.80,26.12,3.59,8.25,0.00,13.06,0.00,0.00,0.00,676.12,7.71,0.00,41.24,43.17,38.00,2.74
1500000US120860022011,Block Group 1; Census Tract 22.01; Miami-Dade County; Florida,0.00,0.00,38.89,0.00,4.69,20.50,4.10,18.50,6.01,30.08,0.00,10.53,30.08,3693.98,2.23,0.00,41.57,39.84,40.05,2.71
1500000US120860022012,Block Group 2; Census Tract 22.01; Miami-Dade County; Florida,15.70,21.53,0.63,0.00,0.00,49.33,11.01,39.91,2.19,3.23,8.18,0.00,6.99,4496.91,1.16,0.00,11.19,93.01,70.64,2.23
1500000US120860022013,Block Group 3; Census Tract 22.01; Miami-Dade County; Florida,0.00,0.00,7.27,0.00,11.36,52.41,1.06,0.00,0.76,14.75,0.00,1.59,5.20,1740.35,1.32,1.71,37.25,54.22,24.17,2.46
1500000US120860022021,Block Group 1; Census Tract 22.02; Miami-Dade County; Florida,0.00,0.00,18.44,0.00,7.64,16.76,4.88,4.47,8.02,54.18,8.28,0.85,16.14,3680.77,7.51,0.00,75.52,26.12,22.08,2.74
1500000US120860022022,Block Group 2; Census Tract 22.02; Miami-Dade County; Florida,0.00,0.00,6.14,0.00,0.00,11.77,12.28,0.00,0.00,2.84,12.26,0.00,19.16,2763.74,7.42,0.00,33.02,63.99,39.63,3.31
1500000US120860022023,Block Group 3; Census Tract 22.02; Miami-Dade County; Florida,0.00,3.97,13.92,0.00,8.30,51.28,2.33,9.63,6.01,23.16,4.15,0.37,25.52,5109.59,1.85,2.44,61.09,45.85,29.91,3.92
1500000US120860022024,Block Group 4; Census Tract 22.02; Miami-Dade County; Florida,0.00,0.00,21.50,0.00,17.70,50.46,3.98,0.00,5.92,18.18,2.88,5.30,38.27,2080.31,3.39,0.00,74.37,23.05,15.02,2.79
1500000US120860022025,Block Group 5; Census Tract 22.02; Miami-Dade County; Florida,0.00,41.28,28.85,0.00,29.69,41.28,0.00,54.13,3.11,6.14,8.98,14.26,60.94,2412.85,10.49,0.00,81.48,48.44,21.80,2.38
1500000US120860023001,Block Group 1; Census Tract 23; Miami-Dade County; Florida,0.00,15.63,11.34,0.00,37.43,64.42,9.15,19.95,3.11,27.47,13.63,2.64,29.56,3234.09,1.01,0.00,42.48,56.43,57.52,3.42
1500000US120860023002,Block Group 2; Census Tract 23; Miami-Dade County; Florida,0.00,11.79,18.10,1.22,18.26,30.42,10.78,28.90,2.17,45.75,21.91,1.22,30.62,2656.23,6.39,0.00,34.63,48.88,49.35,3.89
1500000US120860023003,Block Group 3; Census Tract 23; Miami-Dade County; Florida,0.00,7.38,13.87,0.00,9.49,42.95,13.82,19.91,4.58,22.44,5.54,1.64,34.02,5374.54,0.91,0.14,70.94,40.98,36.31,3.47
1500000US120860023004,Block Group 4; Census Tract 23; Miami-Dade County; Florida,0.00,45.00,7.96,0.00,53.30,85.00,11.46,45.00,0.00,0.00,12.09,0.00,50.55,2217.83,0.00,0.00,19.81,87.36,80.19,2.83
1500000US120860024021,Block Group 1; Census Tract 24.02; Miami-Dade County; Florida,5.59,4.35,15.61,0.93,20.29,45.14,15.65,15.94,14.14,34.20,2.49,1.26,43.42,3995.93,9.12,0.00,11.01,80.84,83.20,3.05
1500000US120860024022,Block Group 2; Census Tract 24.02; Miami-Dade County; Florida,7.14,4.46,15.37,1.97,4.04,46.43,13.46,16.74,5.89,33.47,0.00,1.97,25.00,5193.00,0.00,0.00,5.74,45.22,94.54,3.26
1500000US120860024023,Block Group 3; Census Tract 24.02; Miami-Dade County; Florida,0.00,9.22,20.07,0.00,19.57,26.23,4.57,25.65,15.23,24.30,0.00,1.54,40.34,4771.55,1.48,0.00,8.09,57.97,89.81,3.36
1500000US120860024031,Block Group 1; Census Tract 24.03; Miami-Dade County; Florida,6.17,3.97,14.56,0.00,17.33,10.57,7.02,27.75,15.06,28.20,11.34,1.06,34.33,4708.90,1.83,1.56,3.42,82.46,89.32,3.02
1500000US120860024032,Block Group 2; Census Tract 24.03; Miami-Dade County; Florida,4.53,12.39,19.69,0.00,9.24,22.96,8.28,32.33,14.37,40.35,8.29,2.44,29.86,4583.95,0.58,0.00,8.28,54.27,95.51,3.69
1500000US120860024041,Block Group 1; Census Tract 24.04; Miami-Dade County; Florida,6.13,16.88,16.87,1.24,19.19,19.13,8.22,26.13,5.87,33.59,15.19,1.29,63.98,6800.95,4.29,0.00,15.69,83.24,84.01,2.71
1500000US120860024042,Block Group 2; Census Tract 24.04; Miami-Dade County; Florida,0.00,0.00,77.01,0.00,57.19,0.00,0.00,67.42,25.78,64.42,0.00,9.38,50.30,2656.78,0.00,0.00,15.85,100.00,100.00,1.34
1500000US120860024043,Block Group 3; Census Tract 24.04; Miami-Dade County; Florida,0.00,4.64,13.46,0.00,8.84,24.72,7.31,19.87,8.81,18.78,0.00,0.49,49.54,9713.16,0.00,0.00,2.25,93.75,97.75,2.5
1500000US120860025011,Block Group 1; Census Tract 25.01; Miami-Dade County; Florida,0.00,0.00,7.61,1.81,9.90,7.33,12.74,7.74,31.60,24.65,19.07,11.19,50.95,9823.60,8.18,0.00,25.74,90.25,68.42,3.26
1500000US120860025012,Block Group 2; Census Tract 25.01; Miami-Dade County; Florida,0.00,13.77,23.10,0.00,13.52,54.43,2.43,23.93,15.25,20.40,24.23,2.19,38.03,5509.64,1.86,0.00,14.18,76.62,68.72,3.48
1500000US120860025013,Block Group 3; Census Tract 25.01; Miami-Dade County; Florida,0.00,11.77,38.73,0.00,0.00,37.50,0.00,42.65,21.54,20.81,0.00,10.67,49.80,2664.73,0.00,0.00,33.05,24.29,94.32,2.35
1500000US120860025014,Block Group 4; Census Tract 25.01; Miami-Dade County; Florida,0.00,7.88,15.50,0.00,15.13,45.95,7.33,14.19,7.53,32.54,17.43,1.63,47.86,8385.04,1.36,0.00,8.87,65.30,91.83,3.75
1500000US120860025021,Block Group 1; Census Tract 25.02; Miami-Dade County; Florida,0.00,1.73,16.24,0.99,20.91,1.73,7.30,17.29,9.65,52.86,35.56,1.38,35.99,6248.49,4.80,0.00,42.14,61.64,58.12,3.24
1500000US120860025022,Block Group 2; Census Tract 25.02; Miami-Dade County; Florida,0.00,30.92,27.53,10.59,39.41,47.37,4.39,48.03,11.20,22.38,8.47,0.00,61.24,2853.48,0.00,5.88,23.45,59.61,82.91,2.15
1500000US120860025023,Block Group 3; Census Tract 25.02; Miami-Dade County; Florida,13.67,35.55,7.83,0.00,37.34,52.73,8.24,55.47,4.80,25.82,11.49,3.30,22.19,2135.59,1.48,0.00,45.72,72.06,48.52,3.14
1500000US120860026001,Block Group 1; Census Tract 26; Miami-Dade County; Florida,0.00,0.00,12.18,0.00,27.68,19.19,12.89,15.12,3.35,18.49,36.28,5.25,31.74,7896.63,0.00,0.00,0.00,67.78,99.03,4.68
1500000US120860026002,Block Group 2; Census Tract 26; Miami-Dade County; Florida,0.00,0.00,15.43,0.00,36.01,23.53,0.00,0.00,15.66,21.83,13.79,0.07,60.70,4193.18,7.90,0.00,17.23,95.47,82.92,2.78
1500000US120860026003,Block Group 3; Census Tract 26; Miami-Dade County; Florida,0.00,0.00,16.47,0.00,10.63,29.09,7.87,0.00,3.62,46.56,0.00,2.33,0.00,2441.39,0.00,0.00,3.21,81.64,96.79,3.31
1500000US120860026004,Block Group 4; Census Tract 26; Miami-Dade County; Florida,0.00,0.00,0.00,0.00,64.32,57.23,0.00,0.00,4.19,11.89,0.00,0.00,22.11,2720.05,4.16,0.00,6.24,100.00,100.00,2.66
1500000US120860026005,Block Group 5; Census Tract 26; Miami-Dade County; Florida,0.00,0.00,1.63,0.00,1.73,22.19,1.58,0.00,0.00,10.76,0.00,1.54,7.47,7026.30,0.00,0.00,4.48,72.80,45.41,1.53
1500000US120860027021,Block Group 1; Census Tract 27.02; Miami-Dade County; Florida,3.16,6.45,6.12,0.00,12.68,32.10,3.64,16.74,5.37,4.36,1.64,3.07,15.97,6235.71,1.47,0.00,9.31,98.42,69.24,2.1
1500000US120860027022,Block Group 2; Census Tract 27.02; Miami-Dade County; Florida,0.00,0.00,6.18,0.00,3.58,9.65,6.38,0.00,0.00,2.20,0.00,1.57,8.31,4091.80,9.17,0.00,22.76,86.39,56.50,1.88
1500000US120860027051,Block Group 1; Census Tract 27.05; Miami-Dade County; Florida,0.00,0.00,2.20,0.48,8.60,20.96,6.68,0.00,10.96,9.06,0.00,3.92,3.95,2186.14,0.00,0.00,11.91,91.11,55.54,1.88
1500000US120860027052,Block Group 2; Census Tract 27.05; Miami-Dade County; Florida,0.00,0.00,16.37,0.00,34.31,32.21,3.58,0.00,1.77,11.12,0.00,0.00,10.22,21767.14,11.93,0.00,0.62,90.15,80.62,2.55
1500000US120860027053,Block Group 3; Census Tract 27.05; Miami-Dade County; Florida,0.00,0.00,3.85,0.00,3.37,33.02,7.06,0.00,0.00,4.42,0.00,0.00,8.70,935.95,0.00,0.00,8.81,51.69,72.11,1.94
1500000US120860027071,Block Group 1; Census Tract 27.07; Miami-Dade County; Florida,0.00,4.11,4.68,0.00,13.52,10.28,9.95,4.11,0.00,3.60,0.00,0.00,17.87,1505.84,1.00,0.00,6.95,69.85,46.09,1.86
1500000US120860027072,Block Group 2; Census Tract 27.07; Miami-Dade County; Florida,0.00,0.00,3.98,0.00,4.49,34.92,0.00,0.00,6.52,6.00,0.00,3.98,5.39,12518.43,3.65,3.40,4.15,43.60,51.08,1.36
1500000US120860027081,Block Group 1; Census Tract 27.08; Miami-Dade County; Florida,14.76,0.00,7.93,0.00,2.87,27.23,8.48,14.76,0.00,3.21,0.00,0.00,10.78,2291.92,2.99,0.00,1.57,75.86,59.62,1.83
1500000US120860027082,Block Group 2; Census Tract 27.08; Miami-Dade County; Florida,0.00,0.00,11.23,0.00,0.00,4.95,5.21,0.00,0.00,4.97,0.00,5.72,7.60,2232.27,0.00,0.00,1.61,79.33,76.23,1.82
1500000US120860027091,Block Group 1; Census Tract 27.09; Miami-Dade County; Florida,0.00,0.00,5.74,0.00,10.57,17.94,0.00,0.00,0.00,8.70,0.00,0.00,17.94,17200.28,5.62,0.00,7.41,34.89,64.76,2.06
1500000US120860027092,Block Group 2; Census Tract 27.09; Miami-Dade County; Florida,0.00,0.00,1.32,0.00,0.00,0.00,5.73,0.00,4.77,0.00,0.00,0.00,11.55,37350.37,5.08,0.00,0.00,48.63,41.73,1.62
1500000US120860027093,Block Group 3; Census Tract 27.09; Miami-Dade County; Florida,0.00,0.00,0.68,0.00,6.26,0.00,5.55,0.00,0.00,0.00,0.00,0.00,11.81,3528.46,0.00,0.00,0.00,52.24,50.51,1.58
1500000US120860027094,Block Group 4; Census Tract 27.09; Miami-Dade County; Florida,0.00,0.00,2.33,0.00,24.77,9.81,0.00,0.00,3.89,1.60,0.00,0.00,11.15,35286.05,3.50,0.00,11.20,78.12,41.84,1.33
1500000US120860027101,Block Group 1; Census Tract 27.10; Miami-Dade County; Florida,0.00,0.00,1.14,0.00,13.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9021.88,0.29,0.00,0.29,89.29,72.61,1.26
1500000US120860027102,Block Group 2; Census Tract 27.10; Miami-Dade County; Florida,0.00,0.00,28.57,0.00,0.00,0.00,4.45,0.00,0.00,6.89,0.00,1.67,22.79,326.42,1.67,0.00,8.53,13.29,24.49,1.71
1500000US120860027103,Block Group 3; Census Tract 27.10; Miami-Dade County; Florida,0.00,23.42,40.61,0.00,7.55,23.42,0.00,23.42,12.00,17.39,0.00,0.00,9.75,24124.16,0.00,0.00,15.19,22.01,30.21,1.84
1500000US120860028001,Block Group 1; Census Tract 28; Miami-Dade County; Florida,0.00,51.16,6.81,0.00,32.12,51.16,4.24,51.16,4.17,24.81,2.98,0.00,46.03,1267.20,3.87,2.16,32.97,100.00,64.27,1.8
1500000US120860028002,Block Group 2; Census Tract 28; Miami-Dade County; Florida,0.00,25.00,11.55,0.00,31.43,25.00,0.00,25.00,3.33,12.59,0.00,2.46,48.00,1146.15,14.96,0.00,35.80,95.43,42.99,1.27
1500000US120860029001,Block Group 1; Census Tract 29; Miami-Dade County; Florida,5.35,16.06,6.91,0.00,10.15,58.24,3.59,36.62,3.19,15.01,6.20,4.43,25.47,3210.87,6.86,0.00,24.90,92.94,71.41,2.91
1500000US120860029002,Block Group 2; Census Tract 29; Miami-Dade County; Florida,0.00,20.61,18.33,1.39,34.42,41.62,4.93,20.61,9.88,46.79,4.73,1.08,29.99,5857.36,0.00,0.00,8.01,80.21,82.08,2.88
1500000US120860029003,Block Group 3; Census Tract 29; Miami-Dade County; Florida,0.00,0.00,18.65,0.00,15.48,6.71,1.70,26.15,23.54,19.16,18.92,2.79,41.28,3621.44,6.29,0.00,5.64,55.53,90.43,3.66
1500000US120860030011,Block Group 1; Census Tract 30.01; Miami-Dade County; Florida,0.00,0.00,43.33,0.00,38.08,0.00,0.00,100.00,14.11,52.01,0.00,4.85,36.82,866.60,0.00,0.00,31.89,100.00,55.63,1.11
1500000US120860030012,Block Group 2; Census Tract 30.01; Miami-Dade County; Florida,0.00,51.12,15.51,3.16,52.99,60.60,3.09,63.09,15.82,39.62,7.55,3.09,21.23,4391.74,3.09,0.00,11.65,100.00,91.23,2.24
1500000US120860030013,Block Group 3; Census Tract 30.01; Miami-Dade County; Florida,0.00,0.00,6.26,0.00,13.64,0.00,2.12,25.48,0.91,22.73,0.00,2.34,7.31,3026.69,1.81,0.00,4.67,48.02,35.99,1.86
1500000US120860030041,Block Group 1; Census Tract 30.04; Miami-Dade County; Florida,7.53,7.53,50.14,0.00,53.76,27.96,8.78,29.03,32.04,32.43,1.55,0.00,67.48,2491.31,0.00,0.00,22.95,100.00,75.50,1.36
1500000US120860030042,Block Group 2; Census Tract 30.04; Miami-Dade County; Florida,0.00,0.00,5.63,0.00,23.38,36.09,3.03,0.00,4.26,36.10,0.00,0.92,61.56,7359.97,0.00,0.00,41.39,90.13,59.24,2.02
1500000US120860030043,Block Group 3; Census Tract 30.04; Miami-Dade County; Florida,2.97,11.13,25.54,0.00,20.43,28.39,1.80,19.67,15.03,31.99,0.00,3.68,53.02,6908.48,0.00,0.00,13.40,97.31,84.84,1.72
1500000US120860030051,Block Group 1; Census Tract 30.05; Miami-Dade County; Florida,0.00,26.47,9.27,0.00,12.08,32.35,0.00,30.25,31.95,25.55,0.00,0.34,19.08,5728.07,0.00,0.00,0.00,80.68,98.63,2.11
1500000US120860030052,Block Group 2; Census Tract 30.05; Miami-Dade County; Florida,0.00,0.00,18.61,0.00,29.66,0.00,0.00,0.00,22.08,71.79,0.00,18.02,29.66,2249.20,7.53,0.00,0.00,97.88,98.81,2.14
1500000US120860030061,Block Group 1; Census Tract 30.06; Miami-Dade County; Florida,0.00,5.37,32.20,0.00,11.73,24.83,0.00,17.11,26.85,28.62,0.00,1.89,47.49,5296.06,0.00,0.00,0.00,71.51,90.43,2.8
1500000US120860030062,Block Group 2; Census Tract 30.06; Miami-Dade County; Florida,25.13,36.92,7.85,3.79,41.12,38.97,14.34,62.05,34.61,16.95,11.42,2.53,55.58,6655.58,0.00,0.00,0.00,79.19,89.36,2.81
1500000US120860030063,Block Group 3; Census Tract 30.06; Miami-Dade County; Florida,0.00,0.00,20.20,0.00,3.26,6.49,10.80,10.39,14.49,35.46,9.43,2.45,27.44,6687.42,0.00,5.67,2.85,90.22,81.39,2.59
1500000US120860030064,Block Group 4; Census Tract 30.06; Miami-Dade County; Florida,0.00,0.00,2.55,0.00,39.25,13.04,5.49,40.22,26.93,36.14,8.50,3.07,59.25,6076.36,18.39,0.00,0.00,100.00,92.98,1.96
1500000US120860031001,Block Group 1; Census Tract 31; Miami-Dade County; Florida,18.89,30.00,4.98,0.00,23.20,64.44,12.89,48.33,8.63,31.12,0.00,1.66,25.26,3691.42,7.32,0.00,39.84,71.39,56.84,2.64
1500000US120860031002,Block Group 2; Census Tract 31; Miami-Dade County; Florida,0.00,21.41,9.89,0.00,31.77,38.81,2.29,35.50,0.93,19.96,12.22,5.53,29.81,7405.97,14.31,0.00,66.79,86.02,33.49,3.01
1500000US120860031003,Block Group 3; Census Tract 31; Miami-Dade County; Florida,0.00,47.28,8.24,0.00,35.97,81.15,19.30,57.19,2.81,53.59,0.00,2.50,51.32,3741.59,2.08,0.00,73.96,93.29,26.04,2.88
1500000US120860034001,Block Group 1; Census Tract 34; Miami-Dade County; Florida,0.00,0.00,8.36,0.00,51.81,55.76,12.98,10.41,0.00,22.22,6.02,0.00,48.80,8107.75,2.09,2.66,81.62,100.00,26.74,2.31
1500000US120860034002,Block Group 2; Census Tract 34; Miami-Dade County; Florida,0.00,53.44,6.19,0.00,73.30,53.44,0.00,53.44,0.00,35.19,0.00,0.00,36.65,1647.49,0.00,0.00,59.37,100.00,37.94,1.53
1500000US120860034003,Block Group 3; Census Tract 34; Miami-Dade County; Florida,0.00,0.00,22.22,0.00,23.06,53.48,9.99,0.00,0.00,38.28,0.00,5.39,21.81,7689.19,0.00,0.00,15.71,100.00,79.57,2.23
1500000US120860034004,Block Group 4; Census Tract 34; Miami-Dade County; Florida,0.00,20.90,6.03,0.00,36.04,100.00,0.00,20.90,13.90,10.87,0.00,4.41,30.46,3174.50,8.53,0.00,18.97,96.95,68.09,1.73
1500000US120860036031,Block Group 1; Census Tract 36.03; Miami-Dade County; Florida,0.00,0.00,15.93,0.00,31.77,18.99,2.09,18.48,16.50,25.83,0.00,6.27,33.89,7800.54,6.03,0.00,4.65,91.75,78.16,1.79
1500000US120860036041,Block Group 1; Census Tract 36.04; Miami-Dade County; Florida,0.00,0.00,10.46,3.21,26.67,42.34,1.83,4.75,32.33,24.58,9.93,2.71,23.27,14705.20,0.00,0.00,8.51,90.88,73.54,2.16
1500000US120860036042,Block Group 2; Census Tract 36.04; Miami-Dade County; Florida,0.00,4.80,10.56,0.00,25.05,36.80,6.67,10.40,9.70,37.65,2.37,0.00,6.71,11738.18,0.95,0.00,7.14,97.04,80.24,2.45
1500000US120860036051,Block Group 1; Census Tract 36.05; Miami-Dade County; Florida,0.00,12.61,23.91,1.96,31.31,28.01,1.89,43.42,10.67,32.44,2.54,3.66,45.91,8627.21,0.00,0.00,9.27,79.76,82.52,1.75
1500000US120860036052,Block Group 2; Census Tract 36.05; Miami-Dade County; Florida,0.00,0.00,38.81,4.97,47.23,38.24,0.00,20.59,37.79,53.10,0.00,3.45,38.31,8704.76,0.00,0.00,8.59,100.00,90.91,1.83
1500000US120860036061,Block Group 1; Census Tract 36.06; Miami-Dade County; Florida,1.72,9.70,36.18,0.00,41.01,25.00,0.45,28.88,12.13,38.46,0.64,3.48,33.73,3190.66,3.98,0.00,4.42,100.00,82.65,1.6
1500000US120860036071,Block Group 1; Census Tract 36.07; Miami-Dade County; Florida,0.00,85.44,10.30,0.00,0.00,85.44,14.32,85.44,2.25,25.11,21.27,6.03,48.13,6574.98,0.00,0.00,82.41,55.60,14.20,2.97
1500000US120860036072,Block Group 2; Census Tract 36.07; Miami-Dade County; Florida,3.35,10.98,12.04,0.00,17.92,57.93,6.98,14.33,14.50,29.35,0.00,0.00,36.64,9917.79,11.87,0.00,17.63,100.00,82.11,1.8
1500000US120860037031,Block Group 1; Census Tract 37.03; Miami-Dade County; Florida,0.00,0.00,0.77,0.00,17.94,1.00,2.39,7.02,0.00,4.92,0.00,2.49,5.06,22486.65,4.73,0.00,4.64,79.37,56.21,1.65
1500000US120860037032,Block Group 2; Census Tract 37.03; Miami-Dade County; Florida,0.00,0.00,2.46,0.00,1.45,9.91,10.46,0.00,0.00,6.84,0.00,0.00,1.94,10935.52,0.92,0.00,7.28,47.94,39.28,2.36
1500000US120860037041,Block Group 1; Census Tract 37.04; Miami-Dade County; Florida,0.00,0.00,7.25,1.70,35.74,40.98,6.64,0.00,2.37,10.91,0.00,2.24,19.94,5695.93,0.00,0.00,13.83,91.91,60.81,1.42
1500000US120860037051,Block Group 1; Census Tract 37.05; Miami-Dade County; Florida,0.00,0.00,2.75,1.03,9.72,20.14,6.42,0.00,0.00,1.56,0.00,0.00,20.83,13959.96,2.58,0.00,6.99,60.12,57.27,1.72
1500000US120860037061,Block Group 1; Census Tract 37.06; Miami-Dade County; Florida,0.00,25.00,0.00,0.00,26.92,25.00,0.00,25.00,7.90,0.00,0.00,1.27,0.00,6070.60,0.87,0.00,29.85,100.00,59.49,1.23
1500000US120860037071,Block Group 1; Census Tract 37.07; Miami-Dade County; Florida,0.00,0.00,12.10,0.00,19.00,0.00,3.31,5.08,0.82,15.02,0.00,0.77,11.73,10014.78,2.95,0.00,6.02,78.55,55.31,1.54
1500000US120860037081,Block Group 1; Census Tract 37.08; Miami-Dade County; Florida,0.00,0.00,14.26,0.00,2.92,14.71,2.19,0.00,0.00,7.45,0.00,0.00,12.62,4310.57,0.82,0.60,0.00,62.92,73.58,1.68
1500000US120860037091,Block Group 1; Census Tract 37.09; Miami-Dade County; Florida,0.00,0.00,3.35,0.00,3.14,0.00,0.00,0.00,2.74,2.52,0.00,3.14,21.60,18622.32,0.00,0.00,15.26,86.00,73.11,1.84
1500000US120860037101,Block Group 1; Census Tract 37.10; Miami-Dade County; Florida,2.99,0.00,0.96,0.00,3.24,0.00,15.98,2.99,0.00,4.00,0.00,0.00,12.21,14228.08,0.96,0.00,7.39,63.97,25.30,1.83
1500000US120860037102,Block Group 2; Census Tract 37.10; Miami-Dade County; Florida,0.00,0.00,3.90,0.78,16.56,0.00,4.37,8.87,1.60,3.30,0.00,0.00,2.70,4508.70,8.07,0.00,18.12,82.45,31.44,1.65
1500000US120860037103,Block Group 3; Census Tract 37.10; Miami-Dade County; Florida,1.54,1.54,0.00,0.00,5.76,23.96,5.04,9.68,0.49,5.06,0.62,2.12,3.19,10371.81,4.65,1.38,3.86,100.00,80.45,2.36
1500000US120860037104,Block Group 4; Census Tract 37.10; Miami-Dade County; Florida,0.00,0.00,16.61,0.00,0.00,0.00,0.00,0.00,0.00,17.86,0.00,0.00,0.00,1838.85,17.63,0.00,0.00,44.05,78.64,1.3
1500000US120860038011,Block Group 1; Census Tract 38.01; Miami-Dade County; Florida,8.55,10.88,11.47,0.00,3.80,27.20,5.22,20.47,4.27,21.00,0.00,0.00,9.24,4825.46,4.04,0.00,0.00,64.85,49.28,2.53
1500000US120860038012,Block Group 2; Census Tract 38.01; Miami-Dade County; Florida,0.00,0.00,6.07,0.00,8.41,36.31,4.05,11.69,14.77,3.35,0.00,0.00,15.04,7248.69,0.70,0.00,0.00,67.48,75.79,3.17
1500000US120860038013,Block Group 3; Census Tract 38.01; Miami-Dade County; Florida,0.00,0.00,23.17,0.00,11.36,37.01,0.00,0.00,0.00,23.65,0.00,0.00,2.84,4949.19,0.00,7.16,0.00,48.30,58.13,1.97
1500000US120860038014,Block Group 4; Census Tract 38.01; Miami-Dade County; Florida,0.00,0.00,13.33,0.00,0.33,8.48,12.95,0.35,0.00,6.90,0.00,0.58,9.15,285.08,0.00,0.00,0.00,14.05,31.11,3.38
1500000US120860038015,Block Group 5; Census Tract 38.01; Miami-Dade County; Florida,0.00,4.90,10.83,0.00,7.69,24.48,7.25,4.90,0.00,26.89,5.77,0.00,8.46,5548.31,2.50,0.00,12.92,59.04,57.00,2.31
1500000US120860038031,Block Group 1; Census Tract 38.03; Miami-Dade County; Florida,0.00,0.00,52.32,0.00,0.00,0.00,1.38,15.24,0.91,32.27,8.77,2.00,13.43,6388.22,1.25,0.00,0.00,31.23,22.40,2.19
1500000US120860038032,Block Group 2; Census Tract 38.03; Miami-Dade County; Florida,0.00,6.63,28.11,0.00,0.00,6.63,5.55,6.63,0.00,0.00,0.00,0.00,2.56,1388.03,3.02,0.97,0.60,11.51,18.34,2.12
1500000US120860038033,Block Group 3; Census Tract 38.03; Miami-Dade County; Florida,7.35,7.35,19.55,0.00,6.25,7.35,2.55,15.44,0.00,7.67,0.00,0.00,9.12,1161.19,3.08,0.00,0.00,43.75,54.94,2.45
1500000US120860038034,Block Group 4; Census Tract 38.03; Miami-Dade County; Florida,0.00,0.00,26.18,0.00,17.30,0.00,0.00,27.78,0.00,65.08,0.00,0.00,13.51,3544.91,8.37,0.00,0.00,14.05,31.55,2.52
1500000US120860038041,Block Group 1; Census Tract 38.04; Miami-Dade County; Florida,0.00,0.00,28.12,2.50,36.17,0.00,20.72,25.98,0.00,25.90,8.51,1.17,31.92,1141.06,0.00,0.00,16.97,38.56,13.73,3.2
1500000US120860038042,Block Group 2; Census Tract 38.04; Miami-Dade County; Florida,0.00,0.00,27.77,0.00,4.25,22.36,2.44,0.00,2.28,15.38,0.00,0.00,3.30,3097.90,1.89,0.00,4.06,10.38,29.49,2.62
1500000US120860038043,Block Group 3; Census Tract 38.04; Miami-Dade County; Florida,0.00,0.00,7.74,0.00,9.11,47.62,3.05,0.00,6.53,12.37,0.00,0.00,3.57,2784.21,5.35,0.00,0.00,50.89,50.37,2.17
1500000US120860038044,Block Group 4; Census Tract 38.04; Miami-Dade County; Florida,0.00,0.00,68.49,0.00,0.00,26.67,0.00,0.00,0.00,5.17,0.00,0.00,0.00,2501.97,0.00,0.00,0.00,40.23,0.00,1.9
1500000US120860038045,Block Group 5; Census Tract 38.04; Miami-Dade County; Florida,0.00,17.93,21.04,0.00,8.21,36.11,16.34,17.93,0.00,25.49,0.00,0.00,19.30,4214.41,0.00,0.00,0.00,37.84,50.36,2.94
1500000US120860039061,Block Group 1; Census Tract 39.06; Miami-Dade County; Florida,0.00,0.00,39.74,11.83,0.00,3.27,2.22,0.00,0.00,13.66,7.69,0.00,2.56,84.22,0.00,0.00,0.00,7.69,29.21,2.77
1500000US120860039062,Block Group 2; Census Tract 39.06; Miami-Dade County; Florida,0.00,0.00,9.15,0.00,4.85,19.15,6.43,0.89,0.00,11.02,0.00,0.28,0.00,1147.71,1.29,0.00,0.00,11.41,29.91,3.09
